file,step_index,entry_index,status,select_context,select_type,select_option_count,yourIndex,turn,turnActionCount,firstPlayer,energyAttached,supporterPlayed,stadiumPlayed,retreated,result,p0_deckCount,p0_discardCount,p0_prizeCount,p0_handCount,p0_benchCount,p0_activeExists,p0_activeHp,p0_activeMaxHp,p0_activeEnergyCount,p0_activeToolCount,p0_activeAppearThisTurn,p0_poisoned,p0_burned,p0_asleep,p0_paralyzed,p0_confused,p1_deckCount,p1_discardCount,p1_prizeCount,p1_handCount,p1_benchCount,p1_activeExists,p1_activeHp,p1_activeMaxHp,p1_activeEnergyCount,p1_activeToolCount,p1_activeAppearThisTurn,p1_poisoned,p1_burned,p1_asleep,p1_paralyzed,p1_confused,label
2185200732656,1,0,1,0,0,0,0,0,2,0,0,0,0,0,-1,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1761
2185200732656,1,1,1,0,0,0,1,0,3,0,0,0,0,0,-1,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1756
2185200732656,1,0,1,0,0,0,0,0,4,0,0,0,0,0,-1,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0.1762
2185200732656,1,1,1,0,0,0,1,0,6,0,0,0,0,0,-1,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0.1758
2185200732656,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,46,0,6,7,0,1,70,70,0,0,1,0,0,0,0,0,47,0,6,5,1,1,160,160,0,0,1,0,0,0,0,0,0.1762
2185200732656,1,1,1,0,0,0,1,2,1,0,0,0,0,0,-1,46,0,6,7,0,1,70,70,0,0,0,0,0,0,0,0,46,0,6,6,1,1,160,160,0,0,0,0,0,0,0,0,0.1765
2185200732656,1,1,1,0,0,0,1,2,2,0,0,0,0,1,-1,46,0,6,7,0,1,70,70,0,0,0,0,0,0,0,0,46,0,6,6,1,1,160,160,0,0,0,0,0,0,0,0,0.1765
2185200732656,1,1,1,0,0,0,1,2,3,0,0,0,0,1,-1,46,0,6,7,0,1,70,70,0,0,0,0,0,0,0,0,46,0,6,6,1,1,70,70,0,0,0,0,0,0,0,0,0.1762
2185200732656,1,0,1,0,0,0,0,3,1,0,0,0,0,0,-1,45,0,6,8,0,1,70,70,0,0,0,0,0,0,0,0,46,0,6,6,1,1,70,70,0,0,0,0,0,0,0,0,0.1762
2185200732656,1,0,1,0,0,0,0,3,2,0,0,0,0,0,-1,45,0,6,7,0,1,70,70,0,0,0,0,0,0,0,0,46,0,6,6,1,1,70,70,0,0,0,0,0,0,0,0,0.1753
2185200732656,1,0,1,0,0,0,0,3,3,0,0,0,0,0,-1,44,1,6,7,1,1,70,70,0,0,0,0,0,0,0,0,46,0,6,6,1,1,70,70,0,0,0,0,0,0,0,0,0.1755
2185200732656,1,1,1,0,0,0,1,4,1,0,0,0,0,0,-1,44,1,6,7,1,1,70,70,0,0,0,0,0,0,0,0,45,0,6,7,1,1,70,70,0,0,0,0,0,0,0,0,0.1758
2185200732656,1,0,1,0,0,0,0,5,1,0,0,0,0,0,-1,43,1,6,8,1,1,70,70,0,0,0,0,0,0,0,0,45,0,6,7,1,1,70,70,0,0,0,0,0,0,0,0,0.1757
2185200732656,1,0,1,0,0,0,0,5,2,0,1,0,0,0,-1,43,1,6,7,1,1,70,70,1,0,0,0,0,0,0,0,45,0,6,7,1,1,70,70,0,0,0,0,0,0,0,0,0.1757
2185200732656,1,0,1,0,0,0,0,5,3,0,1,0,0,1,-1,43,1,6,7,1,1,70,70,1,0,0,0,0,0,0,0,45,0,6,7,1,1,70,70,0,0,0,0,0,0,0,0,0.1741
2185200732656,1,0,1,0,0,0,0,5,4,0,1,0,0,1,-1,43,2,6,7,1,1,70,70,0,0,0,0,0,0,0,0,45,0,6,7,1,1,70,70,0,0,0,0,0,0,0,0,0.1741
2185200732656,1,0,1,0,0,0,0,5,5,0,1,0,0,1,-1,43,2,6,7,1,1,70,70,0,0,0,0,0,0,0,0,45,0,6,7,1,1,70,70,0,0,0,0,0,0,0,0,0.1752
2185200732656,1,1,1,0,0,0,1,6,1,0,0,0,0,0,-1,43,2,6,7,1,1,70,70,0,0,0,0,0,0,0,0,44,0,6,8,1,1,70,70,0,0,0,0,0,0,0,0,0.1752
2185200732656,1,1,1,0,0,0,1,6,2,0,0,0,0,0,-1,43,2,6,7,1,1,70,70,0,0,0,0,0,0,0,0,44,0,6,7,1,1,70,70,0,0,0,0,0,0,0,0,0.1733
2185200732656,1,1,1,0,0,0,1,6,3,0,0,0,0,0,-1,43,2,6,7,1,1,70,70,0,0,0,0,0,0,0,0,43,1,6,8,1,1,70,70,0,0,0,0,0,0,0,0,0.1746
2185200732656,1,0,1,0,0,0,0,7,1,0,0,0,0,0,-1,42,2,6,8,1,1,70,70,0,0,0,0,0,0,0,0,43,1,6,8,1,1,70,70,0,0,0,0,0,0,0,0,0.1746
2185200732656,1,0,1,0,0,0,0,7,2,0,1,0,0,0,-1,42,2,6,7,1,1,70,70,1,0,0,0,0,0,0,0,43,1,6,8,1,1,70,70,0,0,0,0,0,0,0,0,0.1745
2185200732656,1,1,1,0,0,0,1,8,1,0,0,0,0,0,-1,42,2,6,7,1,1,70,70,1,0,0,0,0,0,0,0,42,1,6,9,1,1,50,70,0,0,0,0,0,0,0,0,0.1747
2185200732656,1,0,1,0,0,0,0,9,1,0,0,0,0,0,-1,41,2,6,8,1,1,70,70,1,0,0,0,0,0,0,0,42,1,6,9,1,1,50,70,0,0,0,0,0,0,0,0,0.1752
2185200732656,1,0,1,0,0,0,0,9,2,0,0,0,0,1,-1,41,2,6,8,1,1,70,70,1,0,0,0,0,0,0,0,42,1,6,9,1,1,50,70,0,0,0,0,0,0,0,0,0.174
2185200732656,1,0,1,0,0,0,0,9,3,0,0,0,0,1,-1,41,3,6,8,1,1,70,70,0,0,0,0,0,0,0,0,42,1,6,9,1,1,50,70,0,0,0,0,0,0,0,0,0.1738
2185200732656,1,0,1,0,0,0,0,9,4,0,0,0,0,1,-1,41,3,6,8,1,1,70,70,0,0,0,0,0,0,0,0,42,1,6,9,1,1,50,70,0,0,0,0,0,0,0,0,0.1742
2185200732656,1,1,1,0,0,0,1,10,1,0,0,0,0,0,-1,41,3,6,8,1,1,70,70,0,0,0,0,0,0,0,0,41,1,6,10,1,1,50,70,0,0,0,0,0,0,0,0,0.1742
2185200732656,1,0,1,0,0,0,0,11,1,0,0,0,0,0,-1,40,3,6,9,1,1,70,70,0,0,0,0,0,0,0,0,41,1,6,10,1,1,50,70,0,0,0,0,0,0,0,0,0.1742
2185200732656,1,0,1,0,0,0,0,11,2,0,0,0,0,0,-1,40,3,6,8,1,1,70,70,0,0,0,0,0,0,0,0,41,1,6,10,1,1,50,70,0,0,0,0,0,0,0,0,0.1744
2185200732656,1,0,1,0,0,0,0,11,3,0,0,0,0,0,-1,39,4,6,8,2,1,70,70,0,0,0,0,0,0,0,0,41,1,6,10,1,1,50,70,0,0,0,0,0,0,0,0,0.174
2185200732656,1,1,1,0,0,0,1,12,1,0,0,0,0,0,-1,39,4,6,8,2,1,70,70,0,0,0,0,0,0,0,0,40,1,6,11,1,1,50,70,0,0,0,0,0,0,0,0,0.174
2185200732656,1,0,1,0,0,0,0,13,1,0,0,0,0,0,-1,38,4,6,9,2,1,70,70,0,0,0,0,0,0,0,0,40,1,6,11,1,1,50,70,0,0,0,0,0,0,0,0,0.1739
2185200732656,1,1,1,0,0,0,1,14,1,0,0,0,0,0,-1,38,4,6,9,2,1,70,70,0,0,0,0,0,0,0,0,39,1,6,12,1,1,50,70,0,0,0,0,0,0,0,0,0.1739
2185200732656,1,0,1,0,0,0,0,15,1,0,0,0,0,0,-1,37,4,6,10,2,1,70,70,0,0,0,0,0,0,0,0,39,1,6,12,1,1,50,70,0,0,0,0,0,0,0,0,0.1739
2185200732656,1,0,1,0,0,0,0,15,3,0,0,0,0,0,-1,37,5,6,9,2,1,70,70,0,0,0,0,0,0,0,0,39,1,6,12,1,1,50,70,0,0,0,0,0,0,0,0,0.1738
2185200732656,1,1,1,0,0,0,1,16,1,0,0,0,0,0,-1,37,5,6,9,2,1,70,70,0,0,0,0,0,0,0,0,38,1,6,13,1,1,50,70,0,0,0,0,0,0,0,0,0.1738
2185200732656,1,0,1,0,0,0,0,17,1,0,0,0,0,0,-1,36,5,6,10,2,1,70,70,0,0,0,0,0,0,0,0,38,1,6,13,1,1,50,70,0,0,0,0,0,0,0,0,0.1737
2185200732656,1,1,1,0,0,0,1,18,1,0,0,0,0,0,-1,36,5,6,10,2,1,70,70,0,0,0,0,0,0,0,0,37,1,6,14,1,1,50,70,0,0,0,0,0,0,0,0,0.1737
2185200732656,1,1,1,0,0,0,1,18,2,0,0,0,0,0,-1,36,5,6,10,2,1,70,70,0,0,0,0,0,0,0,0,37,1,6,13,1,1,310,330,0,0,1,0,0,0,0,0,0.1739
2185200732656,1,1,1,0,0,0,1,18,3,0,0,0,0,0,-1,36,5,6,10,2,1,70,70,0,0,0,0,0,0,0,0,30,1,6,12,1,1,310,330,0,0,1,0,0,0,0,0,0.1731
2185200732656,1,1,1,0,0,0,1,18,4,0,0,0,0,0,-1,36,5,6,10,2,1,70,70,0,0,0,0,0,0,0,0,36,2,6,13,1,1,310,330,0,0,1,0,0,0,0,0,0.1732
2185200732656,1,0,1,0,0,0,0,19,1,0,0,0,0,0,-1,35,5,6,11,2,1,70,70,0,0,0,0,0,0,0,0,36,2,6,13,1,1,310,330,0,0,0,0,0,0,0,0,0.1732
2185200732656,1,0,1,0,0,0,0,19,2,0,0,0,0,0,-1,35,5,6,10,2,1,70,70,0,0,0,0,0,0,0,0,36,2,6,13,1,1,310,330,0,0,0,0,0,0,0,0,0.1735
2185200732656,1,0,1,0,0,0,0,19,3,0,0,0,0,0,-1,34,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,36,2,6,13,1,1,310,330,0,0,0,0,0,0,0,0,0.1727
2185200732656,1,1,1,0,0,0,1,20,1,0,0,0,0,0,-1,34,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,35,2,6,14,1,1,310,330,0,0,0,0,0,0,0,0,0.1727
2185200732656,1,1,1,0,0,0,1,20,2,0,0,0,0,0,-1,34,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,28,2,6,13,1,1,310,330,0,0,0,0,0,0,0,0,0.1727
2185200732656,1,1,1,0,0,0,1,20,3,0,0,0,0,0,-1,34,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,34,3,6,14,1,1,310,330,0,0,0,0,0,0,0,0,0.1726
2185200732656,1,0,1,0,0,0,0,21,1,0,0,0,0,0,-1,33,6,6,12,2,1,70,70,0,0,0,0,0,0,0,0,34,3,6,14,1,1,310,330,0,0,0,0,0,0,0,0,0.1726
2185200732656,1,0,1,0,0,0,0,21,2,0,0,0,0,0,-1,33,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,34,3,6,14,1,1,310,330,0,0,0,0,0,0,0,0,0.1725
2185200732656,1,1,1,0,0,0,1,22,1,0,0,0,0,0,-1,33,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,33,3,6,15,1,1,310,330,0,0,0,0,0,0,0,0,0.1726
2185200732656,1,1,1,0,0,0,1,22,2,0,0,0,0,0,-1,33,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,33,3,6,14,1,1,310,330,0,0,0,0,0,0,0,0,0.1726
2185200732656,1,1,1,0,0,0,1,22,3,0,0,0,0,0,-1,33,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,32,4,6,15,1,1,310,330,0,0,0,0,0,0,0,0,0.1725
2185200732656,1,0,1,0,0,0,0,23,1,0,0,0,0,0,-1,32,6,6,12,2,1,70,70,0,0,0,0,0,0,0,0,32,4,6,15,1,1,310,330,0,0,0,0,0,0,0,0,0.1725
2185200732656,1,0,1,0,0,0,0,23,2,0,0,0,0,0,-1,25,6,6,11,2,1,70,70,0,0,0,0,0,0,0,0,32,4,6,15,1,1,310,330,0,0,0,0,0,0,0,0,0.1726
2185200732656,1,0,1,0,0,0,0,23,3,0,0,0,0,0,-1,31,7,6,12,2,1,70,70,0,0,0,0,0,0,0,0,32,4,6,15,1,1,310,330,0,0,0,0,0,0,0,0,0.1723
2185200732656,1,1,1,0,0,0,1,24,1,0,0,0,0,0,-1,31,7,6,12,2,1,70,70,0,0,0,0,0,0,0,0,31,4,6,16,1,1,310,330,0,0,0,0,0,0,0,0,0.1722
2185200732656,1,0,1,0,0,0,0,25,1,0,0,0,0,0,-1,30,7,6,13,2,1,70,70,0,0,0,0,0,0,0,0,31,4,6,16,1,1,310,330,0,0,0,0,0,0,0,0,0.1722
2185200732656,1,0,1,0,0,0,0,25,2,0,0,0,0,0,-1,30,7,6,12,2,1,70,70,0,0,0,0,0,0,0,0,31,4,6,16,1,1,310,330,0,0,0,0,0,0,0,0,0.1722
2185200732656,1,0,1,0,0,0,0,25,3,0,0,0,0,0,-1,29,8,6,13,2,1,70,70,0,0,0,0,0,0,0,0,31,4,6,16,1,1,310,330,0,0,0,0,0,0,0,0,0.1719
2185200732656,1,1,1,0,0,0,1,26,1,0,0,0,0,0,-1,29,8,6,13,2,1,70,70,0,0,0,0,0,0,0,0,30,4,6,17,1,1,310,330,0,0,0,0,0,0,0,0,0.1719
2185200732656,1,0,1,0,0,0,0,27,1,0,0,0,0,0,-1,28,8,6,14,2,1,70,70,0,0,0,0,0,0,0,0,30,4,6,17,1,1,310,330,0,0,0,0,0,0,0,0,0.1719
2185200732656,1,1,1,0,0,0,1,28,1,0,0,0,0,0,-1,28,8,6,14,2,1,70,70,0,0,0,0,0,0,0,0,29,4,6,18,1,1,310,330,0,0,0,0,0,0,0,0,0.1719
2185200732656,1,1,1,0,0,0,1,28,2,0,0,0,0,0,-1,28,8,6,14,2,1,70,70,0,0,0,0,0,0,0,0,22,4,6,17,1,1,310,330,0,0,0,0,0,0,0,0,0.1719
2185200732656,1,1,1,0,0,0,1,28,3,0,0,0,0,0,-1,28,8,6,14,2,1,70,70,0,0,0,0,0,0,0,0,28,5,6,18,1,1,310,330,0,0,0,0,0,0,0,0,0.1719
2185200732656,1,0,1,0,0,0,0,29,1,0,0,0,0,0,-1,27,8,6,15,2,1,70,70,0,0,0,0,0,0,0,0,28,5,6,18,1,1,310,330,0,0,0,0,0,0,0,0,0.1719
2185200732656,1,1,1,0,0,0,1,30,1,0,0,0,0,0,-1,27,8,6,15,2,1,70,70,0,0,0,0,0,0,0,0,27,5,6,19,1,1,310,330,0,0,0,0,0,0,0,0,0.1718
2185200732656,1,0,1,0,0,0,0,31,1,0,0,0,0,0,-1,26,8,6,16,2,1,70,70,0,0,0,0,0,0,0,0,27,5,6,19,1,1,310,330,0,0,0,0,0,0,0,0,0.1714
2185200732656,1,0,1,0,0,0,0,31,2,0,0,0,0,0,-1,19,8,6,15,2,1,70,70,0,0,0,0,0,0,0,0,27,5,6,19,1,1,310,330,0,0,0,0,0,0,0,0,0.1718
2185200732656,1,0,1,0,0,0,0,31,3,0,0,0,0,0,-1,25,9,6,16,2,1,70,70,0,0,0,0,0,0,0,0,27,5,6,19,1,1,310,330,0,0,0,0,0,0,0,0,0.1711
2185200732656,1,1,1,0,0,0,1,32,1,0,0,0,0,0,-1,25,9,6,16,2,1,70,70,0,0,0,0,0,0,0,0,26,5,6,20,1,1,310,330,0,0,0,0,0,0,0,0,0.1709
2185200732656,1,0,1,0,0,0,0,33,1,0,0,0,0,0,-1,24,9,6,17,2,1,70,70,0,0,0,0,0,0,0,0,26,5,6,20,1,1,310,330,0,0,0,0,0,0,0,0,0.1706
2185200732656,1,1,1,0,0,0,1,34,1,0,0,0,0,0,-1,24,9,6,17,2,1,70,70,0,0,0,0,0,0,0,0,25,5,6,21,1,1,310,330,0,0,0,0,0,0,0,0,0.1706
2185200732656,1,1,1,0,0,0,1,34,2,0,0,0,0,0,-1,24,9,6,17,2,1,70,70,0,0,0,0,0,0,0,0,18,5,6,20,1,1,310,330,0,0,0,0,0,0,0,0,0.1707
2185200732656,1,1,1,0,0,0,1,34,3,0,0,0,0,0,-1,24,9,6,17,2,1,70,70,0,0,0,0,0,0,0,0,24,6,6,21,1,1,310,330,0,0,0,0,0,0,0,0,0.1705
2185200732656,1,0,1,0,0,0,0,35,1,0,0,0,0,0,-1,23,9,6,18,2,1,70,70,0,0,0,0,0,0,0,0,24,6,6,21,1,1,310,330,0,0,0,0,0,0,0,0,0.1702
2185200732656,1,0,1,0,0,0,0,35,2,0,0,0,0,0,-1,16,9,6,17,2,1,70,70,0,0,0,0,0,0,0,0,24,6,6,21,1,1,310,330,0,0,0,0,0,0,0,0,0.1705
2185200732656,1,0,1,0,0,0,0,35,3,0,0,0,0,0,-1,22,10,6,18,2,1,70,70,0,0,0,0,0,0,0,0,24,6,6,21,1,1,310,330,0,0,0,0,0,0,0,0,0.169
2185200732656,1,0,1,0,0,0,0,35,4,0,1,0,0,0,-1,22,10,6,17,2,1,70,70,1,0,0,0,0,0,0,0,24,6,6,21,1,1,310,330,0,0,0,0,0,0,0,0,0.1689
2185200732656,1,1,1,0,0,0,1,36,1,0,0,0,0,0,-1,22,11,6,17,2,1,70,70,0,0,0,0,0,0,0,0,23,6,6,22,1,1,310,330,0,0,0,0,0,0,0,0,0.1693
2185200732656,1,0,1,0,0,0,0,37,1,0,0,0,0,0,-1,21,11,6,18,2,1,70,70,0,0,0,0,0,0,0,0,23,6,6,22,1,1,310,330,0,0,0,0,0,0,0,0,0.1693
2185200732656,1,0,1,0,0,0,0,37,2,0,0,0,0,0,-1,21,11,6,17,2,1,70,70,0,0,0,0,0,0,0,0,23,6,6,22,1,1,310,330,0,0,0,0,0,0,0,0,0.169
2185200732656,1,0,1,0,0,0,0,37,3,0,0,0,0,0,-1,21,11,6,18,2,1,70,70,0,0,0,0,0,0,0,0,23,6,6,22,1,1,310,330,0,0,0,0,0,0,0,0,0.169
2185200732656,1,1,1,0,0,0,1,38,1,0,0,0,0,0,-1,21,11,6,18,2,1,70,70,0,0,0,0,0,0,0,0,22,6,6,23,1,1,310,330,0,0,0,0,0,0,0,0,0.169
2185200732656,1,1,1,0,0,0,1,38,2,0,0,0,0,0,-1,21,11,6,18,2,1,70,70,0,0,0,0,0,0,0,0,22,6,6,22,1,1,310,330,0,0,0,0,0,0,0,0,0.1686
2185200732656,1,1,1,0,0,0,1,38,3,0,0,0,0,0,-1,21,11,6,18,2,1,70,70,0,0,0,0,0,0,0,0,21,7,6,22,2,1,310,330,0,0,0,0,0,0,0,0,0.1687
2185200732656,1,0,1,0,0,0,0,39,1,0,0,0,0,0,-1,20,11,6,19,2,1,70,70,0,0,0,0,0,0,0,0,21,7,6,22,2,1,310,330,0,0,0,0,0,0,0,0,0.1688
2185200732656,1,0,1,0,0,0,0,39,2,0,0,0,0,0,-1,20,11,6,18,2,1,70,70,0,0,0,0,0,0,0,0,21,7,6,22,2,1,310,330,0,0,0,0,0,0,0,0,0.0
2185200732656,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,-1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1759
2185200732656,1,0,1,0,0,0,0,0,2,0,0,0,0,0,-1,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1761
2185200732656,1,1,1,0,0,0,1,0,3,0,0,0,0,0,-1,53,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1756
2185200732656,1,0,1,0,0,0,0,0,4,0,0,0,0,0,-1,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0.1762
2185200732656,1,1,1,0,0,0,1,0,5,0,0,0,0,0,-1,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0.1758
2185200732656,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,46,0,6,6,1,1,70,70,0,0,1,0,0,0,0,0,47,0,6,5,1,1,130,130,0,0,1,0,0,0,0,0,0.1762
2185200732656,1,1,1,0,0,0,1,2,1,0,0,0,0,0,-1,46,0,6,6,1,1,70,70,0,0,0,0,0,0,0,0,46,0,6,6,1,1,130,130,0,0,0,0,0,0,0,0,0.1762
2185200732656,1,1,1,0,0,0,1,2,2,0,1,0,0,0,-1,46,0,6,6,1,1,70,70,0,0,0,0,0,0,0,0,46,0,6,5,1,1,130,130,1,0,0,0,0,0,0,0,0.1763
2185200732656,1,1,1,0,0,0,1,2,3,0,1,0,0,0,-1,46,0,6,6,1,1,70,70,0,0,0,0,0,0,0,0,46,0,6,4,2,1,130,130,1,0,0,0,0,0,0,0,0.1762
2185200732656,1,0,1,0,0,0,0,3,1,0,0,0,0,0,-1,45,0,6,7,1,1,40,70,0,0,0,0,0,0,0,0,46,0,6,4,2,1,130,130,1,0,0,0,0,0,0,0,0.1762
2185200732656,1,0,1,0,0,0,0,3,2,0,1,0,0,0,-1,45,0,6,6,1,1,40,70,1,0,0,0,0,0,0,0,46,0,6,4,2,1,130,130,1,0,0,0,0,0,0,0,0.1765
2185200732656,1,0,1,0,0,0,0,3,3,0,1,0,0,1,-1,45,0,6,6,1,1,40,70,1,0,0,0,0,0,0,0,46,0,6,4,2,1,130,130,1,0,0,0,0,0,0,0,0.1742
2185200732656,1,0,1,0,0,0,0,3,4,0,1,0,0,1,-1,45,1,6,6,1,1,40,70,0,0,0,0,0,0,0,0,46,0,6,4,2,1,130,130,1,0,0,0,0,0,0,0,0.1741
2185200732656,1,0,1,0,0,0,0,3,5,0,1,0,0,1,-1,45,1,6,6,1,1,70,70,0,0,0,0,0,0,0,0,46,0,6,4,2,1,130,130,1,0,0,0,0,0,0,0,0.1755
2185200732656,1,1,1,0,0,0,1,4,1,0,0,0,0,0,-1,45,1,6,6,1,1,70,70,0,0,0,0,0,0,0,0,45,0,6,5,2,1,130,130,1,0,0,0,0,0,0,0,0.1755
2185200732656,1,1,1,0,0,0,1,4,2,0,1,0,0,0,-1,45,1,6,6,1,1,70,70,0,0,0,0,0,0,0,0,45,0,6,4,2,1,130,130,2,0,0,0,0,0,0,0,0.1755
2185200732656,1,1,1,0,0,0,1,4,3,0,1,0,0,1,-1,45,1,6,6,1,1,70,70,0,0,0,0,0,0,0,0,45,0,6,4,2,1,130,130,2,0,0,0,0,0,0,0,0.1723
2185200732656,1,1,1,0,0,0,1,4,4,0,1,0,0,1,-1,45,1,6,6,1,1,70,70,0,0,0,0,0,0,0,0,45,1,6,4,2,1,130,130,1,0,0,0,0,0,0,0,0.1725
2185200732656,1,1,1,0,0,0,1,4,5,0,1,0,0,1,-1,45,1,6,6,1,1,70,70,0,0,0,0,0,0,0,0,45,2,6,4,2,1,130,130,0,0,0,0,0,0,0,0,0.1715
2185200732656,1,1,1,0,0,0,1,4,6,0,1,0,0,1,-1,45,1,6,6,1,1,70,70,0,0,0,0,0,0,0,0,45,2,6,4,2,1,130,130,0,0,0,0,0,0,0,0,0.1746
2185200732656,1,0,1,0,0,0,0,5,1,0,0,0,0,0,-1,44,1,6,7,1,1,70,70,0,0,0,0,0,0,0,0,45,2,6,4,2,1,130,130,0,0,0,0,0,0,0,0,0.1746
2185200732656,1,0,1,0,0,0,0,5,2,0,1,0,0,0,-1,44,1,6,6,1,1,70,70,1,0,0,0,0,0,0,0,45,2,6,4,2,1,130,130,0,0,0,0,0,0,0,0,0.1742
2185200732656,1,1,1,0,0,0,1,6,1,0,0,0,0,0,-1,44,1,6,6,1,1,70,70,1,0,0,0,0,0,0,0,44,2,6,5,2,1,110,130,0,0,0,0,0,0,0,0,0.1751
2185200732656,1,0,1,0,0,0,0,7,1,0,0,0,0,0,-1,43,1,6,7,1,1,70,70,1,0,0,0,0,0,0,0,44,2,6,5,2,1,110,130,0,0,0,0,0,0,0,0,0.1756
2185200732656,1,0,1,0,0,0,0,7,2,0,0,0,0,1,-1,43,1,6,7,1,1,70,70,1,0,0,0,0,0,0,0,44,2,6,5,2,1,110,130,0,0,0,0,0,0,0,0,0.1734
