file,step_index,entry_index,status,select_context,select_type,select_option_count,yourIndex,turn,turnActionCount,firstPlayer,energyAttached,supporterPlayed,stadiumPlayed,retreated,result,p0_deckCount,p0_discardCount,p0_prizeCount,p0_handCount,p0_benchCount,p0_activeExists,p0_activeHp,p0_activeMaxHp,p0_activeEnergyCount,p0_activeToolCount,p0_activeAppearThisTurn,p0_poisoned,p0_burned,p0_asleep,p0_paralyzed,p0_confused,p1_deckCount,p1_discardCount,p1_prizeCount,p1_handCount,p1_benchCount,p1_activeExists,p1_activeHp,p1_activeMaxHp,p1_activeEnergyCount,p1_activeToolCount,p1_activeAppearThisTurn,p1_poisoned,p1_burned,p1_asleep,p1_paralyzed,p1_confused,label
81883754.json,11,1,ACTIVE,0,0,4,1,3,3,1,1,0,0,0,-1,44,1,6,8,0,1,30,30,0,0,0,0,0,0,0,0,45,0,6,4,1,1,150,160,0,0,0,0,0,0,0,0,1
81883754.json,12,1,ACTIVE,3,1,1,1,3,4,1,1,0,0,1,-1,44,1,6,8,0,1,30,30,0,0,0,0,0,0,0,0,45,0,6,4,1,1,150,160,0,0,0,0,0,0,0,0,1
81883754.json,13,1,ACTIVE,0,0,4,1,3,5,1,1,0,0,1,-1,44,1,6,8,0,1,30,30,0,0,0,0,0,0,0,0,45,0,6,4,1,1,430,430,1,1,1,0,0,0,0,0,1
81883754.json,14,1,ACTIVE,0,0,2,1,3,6,1,1,1,0,1,-1,44,1,6,8,0,1,30,30,0,0,0,0,0,0,0,0,40,1,6,8,1,1,430,430,1,1,1,0,0,0,0,0,1
81883754.json,15,1,ACTIVE,7,1,6,1,3,7,1,1,1,0,1,-1,44,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,40,1,6,8,1,1,430,430,1,1,1,0,0,0,0,0,1
81885467.json,1,0,ACTIVE,41,9,2,0,0,1,-1,0,0,0,0,-1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81885467.json,2,0,ACTIVE,1,1,3,0,0,2,0,0,0,0,0,-1,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1
81885467.json,3,1,ACTIVE,42,9,2,1,0,3,0,0,0,0,0,-1,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
81885467.json,4,1,ACTIVE,1,1,1,1,0,4,0,0,0,0,0,-1,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
81885467.json,5,0,ACTIVE,38,8,2,0,0,5,0,0,0,0,0,-1,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
81885467.json,6,0,ACTIVE,2,1,1,0,0,6,0,0,0,0,0,-1,46,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
81885467.json,7,0,ACTIVE,0,0,8,0,1,1,0,0,0,0,0,-1,45,0,6,7,1,1,160,160,0,0,1,0,0,0,0,0,47,0,6,6,0,1,160,160,0,0,1,0,0,0,0,0,1
81885467.json,8,0,ACTIVE,5,1,2,0,1,2,0,0,0,0,0,-1,45,0,6,6,1,1,160,160,0,0,1,0,0,0,0,0,47,0,6,6,0,1,160,160,0,0,1,0,0,0,0,0,1
81885467.json,9,0,ACTIVE,0,0,9,0,1,3,0,0,0,0,0,-1,44,1,6,6,2,1,160,160,0,0,1,0,0,0,0,0,47,0,6,6,0,1,160,160,0,0,1,0,0,0,0,0,1
81885467.json,10,0,ACTIVE,7,1,3,0,1,4,0,0,0,0,0,-1,44,1,6,5,2,1,160,160,0,0,1,0,0,0,0,0,47,0,6,6,0,1,160,160,0,0,1,0,0,0,0,0,1
81885467.json,11,0,ACTIVE,0,0,8,0,1,5,0,0,0,0,0,-1,43,2,6,6,2,1,160,160,0,0,1,0,0,0,0,0,47,0,6,6,0,1,160,160,0,0,1,0,0,0,0,0,1
81885467.json,12,1,ACTIVE,0,0,4,1,2,1,0,0,0,0,0,-1,43,2,6,6,2,1,160,160,0,0,0,0,0,0,0,0,46,0,6,7,0,1,160,160,0,0,0,0,0,0,0,0,0
81885467.json,13,1,ACTIVE,0,0,2,1,2,2,0,1,0,0,0,-1,43,2,6,6,2,1,160,160,0,0,0,0,0,0,0,0,46,0,6,6,0,1,160,160,1,0,0,0,0,0,0,0,0
81885467.json,14,1,ACTIVE,22,1,5,1,2,3,0,1,0,0,0,-1,43,2,6,6,2,1,110,160,0,0,0,0,0,0,0,0,46,0,6,6,0,1,160,160,1,0,0,0,0,0,0,0,0
81885467.json,15,0,ACTIVE,0,0,13,0,3,1,0,0,0,0,0,-1,42,2,6,7,2,1,110,160,0,0,0,0,0,0,0,0,46,0,6,6,0,1,160,160,1,0,0,0,0,0,0,0,1
81885467.json,16,0,ACTIVE,0,0,11,0,3,2,0,0,0,0,0,-1,42,2,6,6,2,1,110,160,0,0,0,0,0,0,0,0,46,0,6,6,0,1,160,160,1,0,0,0,0,0,0,0,1
81885467.json,17,0,ACTIVE,0,0,5,0,3,3,0,1,0,0,0,-1,42,2,6,5,2,1,110,160,0,0,0,0,0,0,0,0,46,0,6,6,0,1,160,160,1,0,0,0,0,0,0,0,1
81885467.json,18,0,ACTIVE,3,1,2,0,3,4,0,1,0,0,1,-1,42,2,6,5,2,1,110,160,0,0,0,0,0,0,0,0,46,0,6,6,0,1,160,160,1,0,0,0,0,0,0,0,1
81885467.json,19,0,ACTIVE,0,0,5,0,3,5,0,1,0,0,1,-1,42,2,6,5,2,1,330,330,3,0,1,0,0,0,0,0,46,0,6,6,0,1,160,160,1,0,0,0,0,0,0,0,1
81885467.json,20,0,ACTIVE,0,0,4,0,3,6,0,1,1,0,1,-1,41,3,6,5,2,1,330,330,3,0,1,0,0,0,0,0,49,0,6,3,0,1,160,160,1,0,0,0,0,0,0,0,1
81885467.json,21,0,ACTIVE,0,0,3,0,3,7,0,1,1,0,1,-1,41,3,6,4,2,1,330,330,3,0,1,0,0,0,0,0,49,0,6,3,0,1,160,160,1,0,0,0,0,0,0,0,1
81885467.json,22,0,ACTIVE,7,1,6,0,3,8,0,1,1,0,1,-1,41,3,6,4,2,1,330,330,3,0,1,0,0,0,0,0,49,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
81887449.json,1,0,ACTIVE,41,9,2,0,0,1,-1,0,0,0,0,-1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81887449.json,2,0,ACTIVE,42,9,2,0,0,2,0,0,0,0,0,-1,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
81887449.json,3,1,ACTIVE,42,9,2,1,0,3,0,0,0,0,0,-1,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1
81887449.json,4,1,ACTIVE,1,1,1,1,0,4,0,0,0,0,0,-1,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1
81887449.json,5,0,ACTIVE,1,1,1,0,0,5,0,0,0,0,0,-1,53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
81887449.json,6,1,ACTIVE,38,8,3,1,0,6,0,0,0,0,0,-1,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,47,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
81887449.json,7,0,ACTIVE,0,0,5,0,1,1,0,0,0,0,0,-1,46,0,6,7,0,1,70,70,0,0,1,0,0,0,0,0,45,0,6,8,0,1,160,160,0,0,1,0,0,0,0,0,0
81887449.json,8,0,ACTIVE,5,1,1,0,1,2,0,0,0,0,0,-1,46,0,6,6,0,1,70,70,0,0,1,0,0,0,0,0,45,0,6,8,0,1,160,160,0,0,1,0,0,0,0,0,0
81887449.json,9,0,ACTIVE,0,0,5,0,1,3,0,0,0,0,0,-1,45,1,6,6,1,1,70,70,0,0,1,0,0,0,0,0,45,0,6,8,0,1,160,160,0,0,1,0,0,0,0,0,0
81887449.json,10,0,ACTIVE,7,1,3,0,1,4,0,0,0,0,0,-1,45,1,6,5,1,1,70,70,0,0,1,0,0,0,0,0,45,0,6,8,0,1,160,160,0,0,1,0,0,0,0,0,0
81887449.json,11,0,ACTIVE,0,0,4,0,1,5,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,1,0,0,0,0,0,45,0,6,8,0,1,160,160,0,0,1,0,0,0,0,0,0
81887449.json,12,1,ACTIVE,0,0,9,1,2,1,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,44,0,6,9,0,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,13,1,ACTIVE,7,1,2,1,2,2,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,37,0,6,8,0,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,14,1,ACTIVE,0,0,9,1,2,3,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,43,1,6,9,0,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,15,1,ACTIVE,8,1,8,1,2,4,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,43,1,6,8,0,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,16,1,ACTIVE,7,1,8,1,2,5,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,43,3,6,6,0,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,17,1,ACTIVE,0,0,7,1,2,6,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,42,4,6,7,0,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,18,1,ACTIVE,0,0,9,1,2,7,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,42,4,6,6,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,19,1,ACTIVE,7,1,3,1,2,8,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,42,4,6,5,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,20,1,ACTIVE,0,0,8,1,2,9,0,0,0,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,41,5,6,6,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,21,1,ACTIVE,0,0,10,1,2,10,0,0,1,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,38,6,6,8,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,22,1,ACTIVE,7,1,3,1,2,11,0,0,1,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,38,6,6,7,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,23,1,ACTIVE,0,0,9,1,2,12,0,0,1,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,37,7,6,8,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,24,1,ACTIVE,7,1,2,1,2,13,0,0,1,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,30,7,6,7,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,25,1,ACTIVE,0,0,8,1,2,14,0,0,1,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,36,8,6,8,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,26,1,ACTIVE,0,0,6,1,2,15,0,0,1,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,36,8,6,7,1,1,160,160,0,0,0,0,0,0,0,0,1
81887449.json,27,1,ACTIVE,0,0,3,1,2,16,0,1,1,0,0,-1,44,2,6,6,1,1,70,70,0,0,0,0,0,0,0,0,36,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,1
81887449.json,28,1,ACTIVE,22,1,6,1,2,17,0,1,1,0,0,-1,44,2,6,6,1,1,20,70,0,0,0,0,0,0,0,0,36,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,1
81887449.json,29,1,ACTIVE,21,1,1,1,2,18,0,1,1,0,0,-1,44,2,6,6,1,1,20,70,0,0,0,0,0,0,0,0,36,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,1
81887449.json,30,1,ACTIVE,21,1,1,1,2,19,0,1,1,0,0,-1,44,2,6,6,1,1,20,70,0,0,0,0,0,0,0,0,35,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,1
81887449.json,31,1,ACTIVE,21,1,1,1,2,20,0,1,1,0,0,-1,44,2,6,6,1,1,20,70,0,0,0,0,0,0,0,0,34,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,1
81887449.json,32,0,ACTIVE,0,0,10,0,3,1,0,0,0,0,0,-1,43,2,6,7,1,1,20,70,0,0,0,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,33,0,ACTIVE,0,0,9,0,3,2,0,0,0,0,0,-1,43,2,6,6,1,1,280,330,0,0,1,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,34,0,ACTIVE,0,0,6,0,3,3,0,1,0,0,0,-1,43,2,6,5,1,1,280,330,1,0,1,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,35,0,ACTIVE,7,1,1,0,3,4,0,1,0,0,0,-1,36,2,6,4,1,1,280,330,1,0,1,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,36,0,ACTIVE,0,0,6,0,3,5,0,1,0,0,0,-1,42,3,6,5,1,1,280,330,1,0,1,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,37,0,ACTIVE,0,0,3,0,3,6,0,1,1,0,0,-1,38,4,6,8,1,1,280,330,1,0,1,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,38,0,ACTIVE,7,1,1,0,3,7,0,1,1,0,0,-1,31,4,6,7,1,1,280,330,1,0,1,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,39,0,ACTIVE,0,0,2,0,3,8,0,1,1,0,0,-1,37,5,6,8,1,1,280,330,1,0,1,0,0,0,0,0,33,8,6,6,1,1,160,160,1,0,0,0,0,0,0,0,0
81887449.json,40,0,ACTIVE,15,1,1,0,3,9,0,1,1,0,0,-1,37,5,6,8,1,1,280,330,1,0,1,0,0,0,0,0,33,8,6,6,1,1,0,160,1,0,0,0,0,0,0,0,0
81887449.json,41,0,ACTIVE,7,1,6,0,3,10,0,1,1,0,0,-1,37,5,6,8,1,1,280,330,1,0,1,0,0,0,0,0,33,10,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0
81887449.json,42,1,ACTIVE,4,1,1,1,3,11,0,1,1,0,0,-1,37,5,5,9,1,1,280,330,1,0,1,0,0,0,0,0,33,10,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1
81887449.json,43,1,ACTIVE,0,0,8,1,4,1,0,0,0,0,0,-1,37,5,5,9,1,1,280,330,1,0,0,0,0,0,0,0,32,10,6,7,0,1,120,170,3,1,0,0,0,0,0,0,1
81887449.json,44,1,ACTIVE,0,0,9,1,4,2,0,0,0,0,0,-1,37,5,5,9,1,1,280,330,1,0,0,0,0,0,0,0,32,10,6,6,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,45,1,ACTIVE,0,0,8,1,4,3,0,0,1,0,0,-1,37,5,5,9,1,1,280,330,1,0,0,0,0,0,0,0,29,11,6,8,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,46,1,ACTIVE,30,4,1,1,4,4,0,0,1,0,0,-1,37,5,5,9,1,1,280,330,1,0,0,0,0,0,0,0,29,11,6,7,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,47,1,ACTIVE,0,0,7,1,4,5,0,0,1,0,0,-1,37,6,5,9,1,1,280,330,0,0,0,0,0,0,0,0,29,12,6,7,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,48,1,ACTIVE,7,1,3,1,4,6,0,0,1,0,0,-1,37,6,5,9,1,1,280,330,0,0,0,0,0,0,0,0,29,12,6,6,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,49,1,ACTIVE,0,0,7,1,4,7,0,0,1,0,0,-1,37,6,5,9,1,1,280,330,0,0,0,0,0,0,0,0,29,12,6,7,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,50,1,ACTIVE,7,1,2,1,4,8,0,0,1,0,0,-1,37,6,5,9,1,1,280,330,0,0,0,0,0,0,0,0,29,12,6,6,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,51,1,ACTIVE,0,0,6,1,4,9,0,0,1,0,0,-1,37,6,5,9,1,1,280,330,0,0,0,0,0,0,0,0,29,12,6,7,0,1,380,430,3,1,1,0,0,0,0,0,1
81887449.json,52,0,ACTIVE,0,0,15,0,5,1,0,0,0,0,0,-1,36,6,5,10,1,1,70,330,0,0,0,0,0,0,0,0,29,12,6,7,0,1,380,430,3,1,0,0,0,0,0,0,0
81887449.json,53,0,ACTIVE,17,1,1,0,5,2,0,0,1,0,0,-1,36,6,5,9,1,1,70,330,0,0,0,0,0,0,0,0,29,12,6,7,0,1,380,430,3,1,0,0,0,0,0,0,0
81887449.json,54,0,ACTIVE,0,0,11,0,5,3,0,0,1,0,0,-1,36,7,5,9,1,1,330,330,0,0,0,0,0,0,0,0,29,12,6,7,0,1,380,430,3,1,0,0,0,0,0,0,0
81887449.json,55,0,ACTIVE,0,0,2,0,5,4,0,1,1,0,0,-1,36,7,5,8,1,1,330,330,1,0,0,0,0,0,0,0,29,12,6,7,0,1,380,430,3,1,0,0,0,0,0,0,0
81887449.json,56,1,ACTIVE,0,0,10,1,6,1,0,0,0,0,0,-1,36,7,5,8,1,1,330,330,1,0,0,0,0,0,0,0,28,12,6,8,0,1,260,430,3,1,0,0,0,0,0,0,1
81887449.json,57,1,ACTIVE,7,1,4,1,6,2,0,0,1,0,0,-1,36,7,5,8,1,1,330,330,1,0,0,0,0,0,0,0,28,12,6,7,0,1,260,430,3,1,0,0,0,0,0,0,1
81887449.json,58,1,ACTIVE,7,1,5,1,6,3,0,0,1,0,0,-1,36,7,5,8,1,1,330,330,1,0,0,0,0,0,0,0,27,12,6,8,0,1,260,430,3,1,0,0,0,0,0,0,1
81887449.json,59,1,ACTIVE,0,0,7,1,6,4,0,0,1,0,0,-1,36,7,5,8,1,1,330,330,1,0,0,0,0,0,0,0,26,13,6,9,0,1,260,430,3,1,0,0,0,0,0,0,1
81887449.json,60,0,ACTIVE,0,0,15,0,7,1,0,0,0,0,0,-1,35,7,5,9,1,1,120,330,1,0,0,0,0,0,0,0,26,13,6,9,0,1,260,430,3,1,0,0,0,0,0,0,0
81887449.json,61,0,ACTIVE,0,0,7,0,7,2,0,1,0,0,0,-1,35,7,5,8,1,1,120,330,4,0,0,0,0,0,0,0,26,13,6,9,0,1,260,430,3,1,0,0,0,0,0,0,0
81887449.json,62,0,ACTIVE,19,1,2,0,7,3,0,1,1,0,0,-1,35,7,5,7,1,1,120,330,4,0,0,0,0,0,0,0,26,13,6,9,0,1,260,430,3,1,0,0,0,0,0,0,0
81887449.json,63,0,ACTIVE,18,1,1,0,7,4,0,1,1,0,0,-1,35,7,5,7,1,1,120,330,4,0,0,0,0,0,0,0,26,13,6,9,0,1,260,430,3,1,0,0,0,0,0,0,0
81887449.json,64,0,ACTIVE,0,0,4,0,7,5,0,1,1,0,0,-1,34,8,5,7,1,1,120,330,4,0,0,0,0,0,0,0,26,13,6,9,0,1,260,430,3,1,0,0,0,0,0,0,0
81887449.json,65,1,ACTIVE,0,0,11,1,8,1,0,0,0,0,0,-1,34,9,5,7,1,1,120,330,1,0,0,0,0,0,0,0,25,13,6,10,0,1,50,430,3,1,0,0,0,0,0,0,1
81887449.json,66,1,ACTIVE,0,0,15,1,8,2,0,0,0,0,0,-1,34,9,5,7,1,1,120,330,1,0,0,0,0,0,0,0,25,13,6,9,1,1,50,430,3,1,0,0,0,0,0,0,1
81887449.json,67,1,ACTIVE,17,1,1,1,8,3,0,0,1,0,0,-1,34,9,5,7,1,1,120,330,1,0,0,0,0,0,0,0,25,13,6,8,1,1,50,430,3,1,0,0,0,0,0,0,1
81887449.json,68,1,ACTIVE,0,0,15,1,8,4,0,0,1,0,0,-1,34,9,5,7,1,1,120,330,1,0,0,0,0,0,0,0,25,14,6,11,1,1,430,430,0,1,0,0,0,0,0,0,1
81887449.json,69,1,ACTIVE,0,0,2,1,8,5,0,1,1,0,0,-1,34,9,5,7,1,1,120,330,1,0,0,0,0,0,0,0,25,14,6,10,1,1,430,430,1,1,0,0,0,0,0,0,1
81887449.json,70,1,ACTIVE,15,1,1,1,8,6,0,1,1,0,0,-1,34,9,5,7,1,1,0,330,1,0,0,0,0,0,0,0,25,14,6,10,1,1,430,430,1,1,0,0,0,0,0,0,1
81887449.json,71,1,ACTIVE,7,1,6,1,8,7,0,1,1,0,0,-1,34,12,5,7,1,0,0,0,0,0,0,0,0,0,0,0,25,14,6,10,1,1,430,430,1,1,0,0,0,0,0,0,1
81887449.json,72,0,ACTIVE,4,1,1,0,8,8,0,1,1,0,0,-1,34,12,5,7,1,0,0,0,0,0,0,0,0,0,0,0,25,14,3,13,1,1,430,430,1,1,0,0,0,0,0,0,0
81887449.json,73,0,ACTIVE,0,0,8,0,9,1,0,0,0,0,0,-1,33,12,5,8,0,1,280,330,0,0,0,0,0,0,0,0,25,14,3,13,1,1,430,430,1,1,0,0,0,0,0,0,0
81887449.json,74,0,ACTIVE,0,0,5,0,9,2,0,1,0,0,0,-1,33,12,5,7,0,1,280,330,3,0,0,0,0,0,0,0,25,14,3,13,1,1,430,430,1,1,0,0,0,0,0,0,0
81887449.json,75,0,ACTIVE,0,0,3,0,9,3,0,1,1,0,0,-1,36,13,5,3,0,1,280,330,3,0,0,0,0,0,0,0,33,14,3,5,1,1,430,430,1,1,0,0,0,0,0,0,0
81887449.json,76,0,ACTIVE,7,1,1,0,9,4,0,1,1,0,0,-1,36,13,5,2,0,1,280,330,3,0,0,0,0,0,0,0,33,14,3,5,1,1,430,430,1,1,0,0,0,0,0,0,0
81887449.json,77,0,ACTIVE,0,0,2,0,9,5,0,1,1,0,0,-1,35,14,5,3,0,1,280,330,3,0,0,0,0,0,0,0,33,14,3,5,1,1,430,430,1,1,0,0,0,0,0,0,0
81887449.json,78,1,ACTIVE,0,0,10,1,10,1,0,0,0,0,0,-1,35,15,5,3,0,1,280,330,0,0,0,0,0,0,0,0,32,14,3,6,1,1,220,430,1,1,0,0,0,0,0,0,1
81887449.json,79,1,ACTIVE,0,0,9,1,10,2,0,0,0,0,0,-1,35,15,5,3,0,1,280,330,0,0,0,0,0,0,0,0,32,14,3,5,1,1,220,430,1,1,0,0,0,0,0,0,1
81887449.json,80,1,ACTIVE,0,0,5,1,10,3,0,1,0,0,0,-1,35,15,5,3,0,1,280,330,0,0,0,0,0,0,0,0,32,14,3,4,1,1,220,430,4,1,0,0,0,0,0,0,1
81887449.json,81,0,ACTIVE,0,0,3,0,11,1,0,0,0,0,0,-1,34,15,5,4,0,1,70,330,0,0,0,0,0,0,0,0,32,15,3,4,1,1,220,430,1,1,0,0,0,0,0,0,0
81887449.json,82,0,ACTIVE,7,1,4,0,11,2,0,0,0,0,0,-1,34,15,5,3,0,1,70,330,0,0,0,0,0,0,0,0,32,15,3,4,1,1,220,430,1,1,0,0,0,0,0,0,0
81887449.json,83,0,ACTIVE,0,0,3,0,11,3,0,0,0,0,0,-1,34,15,5,4,0,1,70,330,0,0,0,0,0,0,0,0,32,15,3,4,1,1,220,430,1,1,0,0,0,0,0,0,0
81887449.json,84,0,ACTIVE,0,0,3,0,11,4,0,0,0,0,0,-1,34,15,5,3,1,1,70,330,0,0,0,0,0,0,0,0,32,15,3,4,1,1,220,430,1,1,0,0,0,0,0,0,0
81887449.json,85,0,ACTIVE,0,0,2,0,11,5,0,1,0,0,0,-1,34,15,5,2,1,1,70,330,1,0,0,0,0,0,0,0,32,15,3,4,1,1,220,430,1,1,0,0,0,0,0,0,0
